,ID,Netflix,HBO,Hulu,Title,Type (Movie or TV Show),IMDb Score,# of IMDb Votes,Release Year,Rating,Runtime (min),Genre(s),Production Country,# of Seasons,Actor/Director Name,Role
150032,ts199,0.0,0.0,1.0,Black Lagoon,SHOW,7.9,14394.0,2006,TV-MA,25,"['animation', 'drama', 'crime', 'action', 'comedy', 'thriller']",['JP'],3.0,Tsutomu Isobe,ACTOR
150033,ts199,0.0,0.0,1.0,Black Lagoon,SHOW,7.9,14394.0,2006,TV-MA,25,"['animation', 'drama', 'crime', 'action', 'comedy', 'thriller']",['JP'],3.0,Megumi Toyoguchi,ACTOR
150034,ts199,0.0,0.0,1.0,Black Lagoon,SHOW,7.9,14394.0,2006,TV-MA,25,"['animation', 'drama', 'crime', 'action', 'comedy', 'thriller']",['JP'],3.0,Daisuke Namikawa,ACTOR
150035,ts199,0.0,0.0,1.0,Black Lagoon,SHOW,7.9,14394.0,2006,TV-MA,25,"['animation', 'drama', 'crime', 'action', 'comedy', 'thriller']",['JP'],3.0,Mami Koyama,ACTOR
150036,ts199,0.0,0.0,1.0,Black Lagoon,SHOW,7.9,14394.0,2006,TV-MA,25,"['animation', 'drama', 'crime', 'action', 'comedy', 'thriller']",['JP'],3.0,Jun Karasawa,ACTOR
150037,ts199,0.0,0.0,1.0,Black Lagoon,SHOW,7.9,14394.0,2006,TV-MA,25,"['animation', 'drama', 'crime', 'action', 'comedy', 'thriller']",['JP'],3.0,Patricia Drake,ACTOR
150038,ts199,0.0,0.0,1.0,Black Lagoon,SHOW,7.9,14394.0,2006,TV-MA,25,"['animation', 'drama', 'crime', 'action', 'comedy', 'thriller']",['JP'],3.0,Maryke Hendrikse,ACTOR
150039,ts199,0.0,0.0,1.0,Black Lagoon,SHOW,7.9,14394.0,2006,TV-MA,25,"['animation', 'drama', 'crime', 'action', 'comedy', 'thriller']",['JP'],3.0,Brian Drummond,ACTOR
150040,ts199,0.0,0.0,1.0,Black Lagoon,SHOW,7.9,14394.0,2006,TV-MA,25,"['animation', 'drama', 'crime', 'action', 'comedy', 'thriller']",['JP'],3.0,Brad Swaile,ACTOR
150068,ts22398,0.0,0.0,1.0,Rescue Me,SHOW,8.3,26292.0,2004,TV-MA,44,"['drama', 'comedy']",['US'],7.0,Denis Leary,ACTOR
150069,ts22398,0.0,0.0,1.0,Rescue Me,SHOW,8.3,26292.0,2004,TV-MA,44,"['drama', 'comedy']",['US'],7.0,Adam Ferrara,ACTOR
150070,ts22398,0.0,0.0,1.0,Rescue Me,SHOW,8.3,26292.0,2004,TV-MA,44,"['drama', 'comedy']",['US'],7.0,Michael Lombardi,ACTOR
150071,ts22398,0.0,0.0,1.0,Rescue Me,SHOW,8.3,26292.0,2004,TV-MA,44,"['drama', 'comedy']",['US'],7.0,Steven Pasquale,ACTOR
150072,ts22398,0.0,0.0,1.0,Rescue Me,SHOW,8.3,26292.0,2004,TV-MA,44,"['drama', 'comedy']",['US'],7.0,Andrea Roth,ACTOR
150073,ts22398,0.0,0.0,1.0,Rescue Me,SHOW,8.3,26292.0,2004,TV-MA,44,"['drama', 'comedy']",['US'],7.0,John Scurti,ACTOR
150074,ts22398,0.0,0.0,1.0,Rescue Me,SHOW,8.3,26292.0,2004,TV-MA,44,"['drama', 'comedy']",['US'],7.0,Daniel Sunjata,ACTOR
150075,ts22398,0.0,0.0,1.0,Rescue Me,SHOW,8.3,26292.0,2004,TV-MA,44,"['drama', 'comedy']",['US'],7.0,Larenz Tate,ACTOR
150076,ts22398,0.0,0.0,1.0,Rescue Me,SHOW,8.3,26292.0,2004,TV-MA,44,"['drama', 'comedy']",['US'],7.0,Callie Thorne,ACTOR
150138,ts22246,0.0,0.0,1.0,Nip/Tuck,SHOW,7.7,55417.0,2003,TV-MA,45,['drama'],['US'],7.0,Dylan Walsh,ACTOR
150139,ts22246,0.0,0.0,1.0,Nip/Tuck,SHOW,7.7,55417.0,2003,TV-MA,45,['drama'],['US'],7.0,Julian McMahon,ACTOR
150140,ts22246,0.0,0.0,1.0,Nip/Tuck,SHOW,7.7,55417.0,2003,TV-MA,45,['drama'],['US'],7.0,Joely Richardson,ACTOR
150141,ts22246,0.0,0.0,1.0,Nip/Tuck,SHOW,7.7,55417.0,2003,TV-MA,45,['drama'],['US'],7.0,John Hensley,ACTOR
150142,ts22246,0.0,0.0,1.0,Nip/Tuck,SHOW,7.7,55417.0,2003,TV-MA,45,['drama'],['US'],7.0,Roma Maffia,ACTOR
150143,ts22246,0.0,0.0,1.0,Nip/Tuck,SHOW,7.7,55417.0,2003,TV-MA,45,['drama'],['US'],7.0,Kelly Carlson,ACTOR
150166,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Hattie Morahan,ACTOR
150167,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Charity Wakefield,ACTOR
150168,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,David Morrissey,ACTOR
150169,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Mark Gatiss,ACTOR
150170,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Janet McTeer,ACTOR
150171,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Dominic Cooper,ACTOR
150172,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Claire Skinner,ACTOR
150173,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Charity Wakefield,ACTOR
150174,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Lucy Boynton,ACTOR
150175,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Dan Stevens,ACTOR
150176,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Mark Williams,ACTOR
150177,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Anna Madeley,ACTOR
150178,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Daisy Haggard,ACTOR
150179,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Linda Bassett,ACTOR
150180,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Rosanna Lavelle,ACTOR
150181,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Caroline Hayes,ACTOR
150182,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Leo Bill,ACTOR
150183,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Simon Williams,ACTOR
150184,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Jean Marsh,ACTOR
150185,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Steev Cornwall,ACTOR
150186,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,David Glover,ACTOR
150187,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Roy Holder,ACTOR
150188,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Robert Forknall,ACTOR
150189,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,David Glover,ACTOR
150190,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Johanna Hargreaves,ACTOR
150191,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Morgan Overton,ACTOR
150192,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Tim McMullan,ACTOR
150193,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Tabitha Wady,ACTOR
150194,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Oriane Messina,ACTOR
150195,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Damien Thomas,ACTOR
150196,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,Ray Gardner,ACTOR
150197,ts21208,0.0,0.0,1.0,Sense and Sensibility,SHOW,8.0,11787.0,2008,TV-PG,58,"['drama', 'romance', 'european']",['GB'],1.0,John Alexander,DIRECTOR
150198,ts1597,0.0,0.0,1.0,Damages,SHOW,8.1,29721.0,2007,TV-MA,48,"['crime', 'drama', 'thriller']",['US'],5.0,Glenn Close,ACTOR
150199,ts1597,0.0,0.0,1.0,Damages,SHOW,8.1,29721.0,2007,TV-MA,48,"['crime', 'drama', 'thriller']",['US'],5.0,Rose Byrne,ACTOR
150200,ts1597,0.0,0.0,1.0,Damages,SHOW,8.1,29721.0,2007,TV-MA,48,"['crime', 'drama', 'thriller']",['US'],5.0,Ryan Phillippe,ACTOR
150303,ts21265,0.0,0.0,1.0,United States of Tara,SHOW,7.9,23575.0,2009,TV-MA,27,"['comedy', 'drama', 'romance']",['US'],3.0,Toni Collette,ACTOR
150304,ts21265,0.0,0.0,1.0,United States of Tara,SHOW,7.9,23575.0,2009,TV-MA,27,"['comedy', 'drama', 'romance']",['US'],3.0,John Corbett,ACTOR
150305,ts21265,0.0,0.0,1.0,United States of Tara,SHOW,7.9,23575.0,2009,TV-MA,27,"['comedy', 'drama', 'romance']",['US'],3.0,Rosemarie DeWitt,ACTOR
150306,ts21265,0.0,0.0,1.0,United States of Tara,SHOW,7.9,23575.0,2009,TV-MA,27,"['comedy', 'drama', 'romance']",['US'],3.0,Keir Gilchrist,ACTOR
150307,ts21265,0.0,0.0,1.0,United States of Tara,SHOW,7.9,23575.0,2009,TV-MA,27,"['comedy', 'drama', 'romance']",['US'],3.0,Brie Larson,ACTOR
150308,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Tetsuya Kakihara,ACTOR
150309,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Aya Hirano,ACTOR
150310,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Rie Kugimiya,ACTOR
150311,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Yuichi Nakamura,ACTOR
150312,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Sayaka Ohara,ACTOR
150313,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Satomi Sato,ACTOR
150314,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Yui Horie,ACTOR
150315,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Hiroki Yasumoto,ACTOR
150316,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Wataru Hatano,ACTOR
150317,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Hiroki Touchi,ACTOR
150318,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Mai Nakahara,ACTOR
150319,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Katsuyuki Konishi,ACTOR
150320,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Ryoko Ono,ACTOR
150321,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Daisuke Namikawa,ACTOR
150322,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Eri Kitamura,ACTOR
150323,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Shinpachi Tsuji,ACTOR
150324,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Mamiko Noto,ACTOR
150325,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Takahiro Sakurai,ACTOR
150326,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Kenichi Suzumura,ACTOR
150327,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Fuyuka Ono,ACTOR
150328,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Masafumi Kimura,ACTOR
150329,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Tsubasa Yonaga,ACTOR
150330,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Akiko Yajima,ACTOR
150331,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Satomi Korogi,ACTOR
150332,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Kikuko Inoue,ACTOR
150333,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Eiji Miyashita,ACTOR
150334,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Yoshimitsu Shimoyama,ACTOR
150335,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Shizuka Itoh,ACTOR
150336,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Yoshimitsu Shimoyama,ACTOR
150337,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Eiji Miyashita,ACTOR
150338,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Yutaka Aoyama,ACTOR
150339,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Yuki Kaji,ACTOR
150340,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Yuka Iguchi,ACTOR
150341,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Daisuke Kishio,ACTOR
150342,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Show Hayami,ACTOR
150343,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Takashi Kondo,ACTOR
150344,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Fuyuka Ono,ACTOR
150345,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Masaya Matsukaze,ACTOR
150346,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Kaori Nazuka,ACTOR
150347,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Saori Hayami,ACTOR
150348,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Harumi Sakurai,ACTOR
150349,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Rie Murakawa,ACTOR
150350,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Miki Narahashi,ACTOR
150351,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Eiji Miyashita,ACTOR
150352,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Yoshimitsu Shimoyama,ACTOR
150353,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Eiji Sekiguchi,ACTOR
150354,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Kenjiro Tsuda,ACTOR
150355,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Daisuke Namikawa,ACTOR
150356,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Miyuki Sawashiro,ACTOR
150357,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Saori Goto,ACTOR
150358,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Takaya Kuroda,ACTOR
150359,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Keiji Fujiwara,ACTOR
150360,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Anri Katsu,ACTOR
150361,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Masafumi Kimura,ACTOR
150362,ts20513,0.0,0.0,1.0,Fairy Tail,SHOW,8.0,23932.0,2009,TV-14,24,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",['JP'],9.0,Shinji Ishihira,DIRECTOR
150363,ts15638,0.0,0.0,1.0,Elfen Lied,SHOW,8.0,32645.0,2004,TV-MA,26,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']",['JP'],2.0,Chihiro Suzuki,ACTOR
150364,ts15638,0.0,0.0,1.0,Elfen Lied,SHOW,8.0,32645.0,2004,TV-MA,26,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']",['JP'],2.0,Sanae Kobayashi,ACTOR
150365,ts15638,0.0,0.0,1.0,Elfen Lied,SHOW,8.0,32645.0,2004,TV-MA,26,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']",['JP'],2.0,Emiko Hagiwara,ACTOR
150366,ts15638,0.0,0.0,1.0,Elfen Lied,SHOW,8.0,32645.0,2004,TV-MA,26,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']",['JP'],2.0,Hiroaki Hirata,ACTOR
150367,ts15638,0.0,0.0,1.0,Elfen Lied,SHOW,8.0,32645.0,2004,TV-MA,26,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']",['JP'],2.0,Hitomi Nabatame,ACTOR
150368,ts15638,0.0,0.0,1.0,Elfen Lied,SHOW,8.0,32645.0,2004,TV-MA,26,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']",['JP'],2.0,Jouji Nakata,ACTOR
150369,ts15638,0.0,0.0,1.0,Elfen Lied,SHOW,8.0,32645.0,2004,TV-MA,26,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']",['JP'],2.0,Kinryuu Arimoto,ACTOR
150370,ts15638,0.0,0.0,1.0,Elfen Lied,SHOW,8.0,32645.0,2004,TV-MA,26,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']",['JP'],2.0,Maria Yamamoto,ACTOR
150371,ts15638,0.0,0.0,1.0,Elfen Lied,SHOW,8.0,32645.0,2004,TV-MA,26,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']",['JP'],2.0,Osamu Hosoi,ACTOR
150372,ts15638,0.0,0.0,1.0,Elfen Lied,SHOW,8.0,32645.0,2004,TV-MA,26,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']",['JP'],2.0,Tomoko Kawakami,ACTOR
150373,ts15638,0.0,0.0,1.0,Elfen Lied,SHOW,8.0,32645.0,2004,TV-MA,26,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']",['JP'],2.0,Yuki Matsuoka,ACTOR
150374,ts15638,0.0,0.0,1.0,Elfen Lied,SHOW,8.0,32645.0,2004,TV-MA,26,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']",['JP'],2.0,Eriko Ishihara,ACTOR
150375,ts15638,0.0,0.0,1.0,Elfen Lied,SHOW,8.0,32645.0,2004,TV-MA,26,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']",['JP'],2.0,Mamiko Noto,ACTOR
150447,ts22308,0.0,0.0,1.0,The L Word,SHOW,7.6,26196.0,2004,TV-MA,53,"['drama', 'romance']","['US', 'CA']",6.0,Jennifer Beals,ACTOR
150448,ts22308,0.0,0.0,1.0,The L Word,SHOW,7.6,26196.0,2004,TV-MA,53,"['drama', 'romance']","['US', 'CA']",6.0,Katherine Moennig,ACTOR
150449,ts22308,0.0,0.0,1.0,The L Word,SHOW,7.6,26196.0,2004,TV-MA,53,"['drama', 'romance']","['US', 'CA']",6.0,Mia Kirshner,ACTOR
150450,ts22308,0.0,0.0,1.0,The L Word,SHOW,7.6,26196.0,2004,TV-MA,53,"['drama', 'romance']","['US', 'CA']",6.0,Leisha Hailey,ACTOR
150451,ts22308,0.0,0.0,1.0,The L Word,SHOW,7.6,26196.0,2004,TV-MA,53,"['drama', 'romance']","['US', 'CA']",6.0,Laurel Holloman,ACTOR
150452,ts22308,0.0,0.0,1.0,The L Word,SHOW,7.6,26196.0,2004,TV-MA,53,"['drama', 'romance']","['US', 'CA']",6.0,Daniela Sea,ACTOR
