,ID,Netflix,HBO,Hulu,Title,Type (Movie or TV Show),IMDb Score,# of IMDb Votes,Release Year,Rating,Runtime (min),Genre(s),Production Country,# of Seasons,Actor/Director Name,Role
149468,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Toshiyuki Morikawa,ACTOR
149469,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Akemi Kanda,ACTOR
149470,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Takahiro Sakurai,ACTOR
149471,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Hiroki Takahashi,ACTOR
149472,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Nobutoshi Canna,ACTOR
149473,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Junichi Suwabe,ACTOR
149474,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Romi Park,ACTOR
149475,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Susumu Chiba,ACTOR
149476,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Daisuke Namikawa,ACTOR
149477,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Jun Fukuyama,ACTOR
149478,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Katsuyuki Konishi,ACTOR
149479,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Toshihiko Seki,ACTOR
149480,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Junko Noda,ACTOR
149481,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Fumihiko Tachiki,ACTOR
149482,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Hisayo Mochizuki,ACTOR
149483,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Katsumi Suzuki,ACTOR
149484,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Kenji Hamada,ACTOR
149485,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Kiyoyuki Yanada,ACTOR
149486,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Masaaki Tsukada,ACTOR
149487,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Nobuo Tobita,ACTOR
149488,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Reiko Takagi,ACTOR
149489,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Toru Okawa,ACTOR
149490,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Yumi Kakazu,ACTOR
149491,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Houko Kuwashima,ACTOR
149492,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Hikaru Midorikawa,ACTOR
149493,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Tomoko Kawakami,ACTOR
149494,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Rie Kugimiya,ACTOR
149495,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Tomokazu Sugita,ACTOR
149496,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Satsuki Yukino,ACTOR
149497,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Ryotaro Okiayu,ACTOR
149498,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Takako Honda,ACTOR
149499,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Tomokazu Sugita,ACTOR
149500,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Show Hayami,ACTOR
149501,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Ryusei Nakao,ACTOR
149502,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Noriko Shitaya,ACTOR
149503,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Tetsu Inada,ACTOR
149504,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Daisuke Ono,ACTOR
149505,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Takuma Terashima,ACTOR
149506,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Saki Nakajima,ACTOR
149507,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Rikiya Koyama,ACTOR
149508,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Taketora,ACTOR
149509,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Asami Sanada,ACTOR
149510,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Mitsuaki Madono,ACTOR
149511,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Kumi Sakuma,ACTOR
149512,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Daisuke Matsuoka,ACTOR
149513,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Kanako Hattori,ACTOR
149514,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Sayori Ishizuka,ACTOR
149515,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Rintaro Nishi,ACTOR
149516,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Takashi Nagasako,ACTOR
149517,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Tsubasa Yonaga,ACTOR
149518,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Yoshikazu Nagano,ACTOR
149519,ts15151,0.0,0.0,1.0,Bleach,SHOW,8.2,51742.0,2004,TV-14,24,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'comedy', 'drama', 'horror']",['JP'],16.0,Kenji Nomura,ACTOR
149603,ts15860,0.0,0.0,1.0,Cougar Town,SHOW,7.0,43271.0,2009,TV-14,23,"['comedy', 'romance']",['US'],6.0,Courteney Cox,ACTOR
149604,ts15860,0.0,0.0,1.0,Cougar Town,SHOW,7.0,43271.0,2009,TV-14,23,"['comedy', 'romance']",['US'],6.0,Christa Miller,ACTOR
149605,ts15860,0.0,0.0,1.0,Cougar Town,SHOW,7.0,43271.0,2009,TV-14,23,"['comedy', 'romance']",['US'],6.0,Busy Philipps,ACTOR
149606,ts15860,0.0,0.0,1.0,Cougar Town,SHOW,7.0,43271.0,2009,TV-14,23,"['comedy', 'romance']",['US'],6.0,Dan Byrd,ACTOR
149607,ts15860,0.0,0.0,1.0,Cougar Town,SHOW,7.0,43271.0,2009,TV-14,23,"['comedy', 'romance']",['US'],6.0,Josh Hopkins,ACTOR
149608,ts15860,0.0,0.0,1.0,Cougar Town,SHOW,7.0,43271.0,2009,TV-14,23,"['comedy', 'romance']",['US'],6.0,Ian Gomez,ACTOR
149673,ts20503,0.0,0.0,1.0,Misfits,SHOW,8.2,99432.0,2009,TV-MA,48,"['scifi', 'comedy', 'drama', 'fantasy', 'romance', 'european']",['GB'],5.0,Joseph Gilgun,ACTOR
149674,ts20503,0.0,0.0,1.0,Misfits,SHOW,8.2,99432.0,2009,TV-MA,48,"['scifi', 'comedy', 'drama', 'fantasy', 'romance', 'european']",['GB'],5.0,Karla Crome,ACTOR
149675,ts20503,0.0,0.0,1.0,Misfits,SHOW,8.2,99432.0,2009,TV-MA,48,"['scifi', 'comedy', 'drama', 'fantasy', 'romance', 'european']",['GB'],5.0,Nathan McMullen,ACTOR
149676,ts20503,0.0,0.0,1.0,Misfits,SHOW,8.2,99432.0,2009,TV-MA,48,"['scifi', 'comedy', 'drama', 'fantasy', 'romance', 'european']",['GB'],5.0,Natasha O'Keeffe,ACTOR
149677,ts20503,0.0,0.0,1.0,Misfits,SHOW,8.2,99432.0,2009,TV-MA,48,"['scifi', 'comedy', 'drama', 'fantasy', 'romance', 'european']",['GB'],5.0,Matt Stokoe,ACTOR
149678,ts20503,0.0,0.0,1.0,Misfits,SHOW,8.2,99432.0,2009,TV-MA,48,"['scifi', 'comedy', 'drama', 'fantasy', 'romance', 'european']",['GB'],5.0,Shaun Dooley,ACTOR
149679,ts21197,0.0,0.0,1.0,Merlin,SHOW,7.9,80138.0,2008,TV-PG,44,"['action', 'scifi', 'drama', 'fantasy', 'european']",['GB'],5.0,Colin Morgan,ACTOR
149680,ts21197,0.0,0.0,1.0,Merlin,SHOW,7.9,80138.0,2008,TV-PG,44,"['action', 'scifi', 'drama', 'fantasy', 'european']",['GB'],5.0,Angel Coulby,ACTOR
149681,ts21197,0.0,0.0,1.0,Merlin,SHOW,7.9,80138.0,2008,TV-PG,44,"['action', 'scifi', 'drama', 'fantasy', 'european']",['GB'],5.0,Bradley James,ACTOR
149682,ts21197,0.0,0.0,1.0,Merlin,SHOW,7.9,80138.0,2008,TV-PG,44,"['action', 'scifi', 'drama', 'fantasy', 'european']",['GB'],5.0,Katie McGrath,ACTOR
149683,ts21197,0.0,0.0,1.0,Merlin,SHOW,7.9,80138.0,2008,TV-PG,44,"['action', 'scifi', 'drama', 'fantasy', 'european']",['GB'],5.0,Richard Wilson,ACTOR
149684,ts21197,0.0,0.0,1.0,Merlin,SHOW,7.9,80138.0,2008,TV-PG,44,"['action', 'scifi', 'drama', 'fantasy', 'european']",['GB'],5.0,John Hurt,ACTOR
149685,ts20640,0.0,0.0,1.0,Pawn Stars,SHOW,7.2,16556.0,2009,TV-PG,24,"['reality', 'documentation', 'comedy', 'drama']",['US'],21.0,Rick Harrison,ACTOR
149686,ts20640,0.0,0.0,1.0,Pawn Stars,SHOW,7.2,16556.0,2009,TV-PG,24,"['reality', 'documentation', 'comedy', 'drama']",['US'],21.0,Corey Harrison,ACTOR
149687,ts20640,0.0,0.0,1.0,Pawn Stars,SHOW,7.2,16556.0,2009,TV-PG,24,"['reality', 'documentation', 'comedy', 'drama']",['US'],21.0,Austin Lee Russell,ACTOR
149698,ts6372,0.0,0.0,1.0,Dollhouse,SHOW,7.7,48923.0,2009,TV-14,45,"['scifi', 'action', 'drama', 'thriller']",['US'],2.0,Eliza Dushku,ACTOR
149699,ts6372,0.0,0.0,1.0,Dollhouse,SHOW,7.7,48923.0,2009,TV-14,45,"['scifi', 'action', 'drama', 'thriller']",['US'],2.0,Fran Kranz,ACTOR
149700,ts6372,0.0,0.0,1.0,Dollhouse,SHOW,7.7,48923.0,2009,TV-14,45,"['scifi', 'action', 'drama', 'thriller']",['US'],2.0,Olivia Williams,ACTOR
149701,ts6372,0.0,0.0,1.0,Dollhouse,SHOW,7.7,48923.0,2009,TV-14,45,"['scifi', 'action', 'drama', 'thriller']",['US'],2.0,Dichen Lachman,ACTOR
149702,ts6372,0.0,0.0,1.0,Dollhouse,SHOW,7.7,48923.0,2009,TV-14,45,"['scifi', 'action', 'drama', 'thriller']",['US'],2.0,Enver Gjokaj,ACTOR
149703,ts6372,0.0,0.0,1.0,Dollhouse,SHOW,7.7,48923.0,2009,TV-14,45,"['scifi', 'action', 'drama', 'thriller']",['US'],2.0,Tahmoh Penikett,ACTOR
149704,ts6372,0.0,0.0,1.0,Dollhouse,SHOW,7.7,48923.0,2009,TV-14,45,"['scifi', 'action', 'drama', 'thriller']",['US'],2.0,Harry Lennix,ACTOR
149705,ts6372,0.0,0.0,1.0,Dollhouse,SHOW,7.7,48923.0,2009,TV-14,45,"['scifi', 'action', 'drama', 'thriller']",['US'],2.0,Amy Acker,ACTOR
149715,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Ayako Kawasumi,ACTOR
149716,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Kazuya Nakai,ACTOR
149717,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Ginpei Sato,ACTOR
149718,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Akio Otsuka,ACTOR
149719,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Eiji Maruyama,ACTOR
149720,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Keiichi Nanba,ACTOR
149721,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Kiyoyuki Yanada,ACTOR
149722,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Takayuki Sugo,ACTOR
149723,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Otoya Kawano,ACTOR
149724,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Makio Inoue,ACTOR
149725,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Unsho Ishizuka,ACTOR
149726,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Isshin Chiba,ACTOR
149727,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Fumihiko Tachiki,ACTOR
149728,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Shunsuke Sakuya,ACTOR
149729,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Sakiko Tamagawa,ACTOR
149730,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Takehito Koyasu,ACTOR
149731,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Mayumi Yamaguchi,ACTOR
149732,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Ichirō Nagai,ACTOR
149733,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Toshihiko Seki,ACTOR
149734,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Sayuri,ACTOR
149735,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Norio Wakamoto,ACTOR
149736,ts31799,0.0,0.0,1.0,Samurai Champloo,SHOW,8.6,46720.0,2004,TV-MA,23,"['action', 'drama', 'thriller', 'animation', 'comedy']",['JP'],1.0,Shinichiro Watanabe,DIRECTOR
149737,ts21427,0.0,0.0,1.0,Raising Hope,SHOW,8.0,37249.0,2010,TV-14,22,"['comedy', 'family']",['US'],4.0,Shannon Woodward,ACTOR
149738,ts21427,0.0,0.0,1.0,Raising Hope,SHOW,8.0,37249.0,2010,TV-14,22,"['comedy', 'family']",['US'],4.0,Garret Dillahunt,ACTOR
149739,ts21427,0.0,0.0,1.0,Raising Hope,SHOW,8.0,37249.0,2010,TV-14,22,"['comedy', 'family']",['US'],4.0,Lucas Neff,ACTOR
149740,ts21427,0.0,0.0,1.0,Raising Hope,SHOW,8.0,37249.0,2010,TV-14,22,"['comedy', 'family']",['US'],4.0,Gregg Binkley,ACTOR
149741,ts21427,0.0,0.0,1.0,Raising Hope,SHOW,8.0,37249.0,2010,TV-14,22,"['comedy', 'family']",['US'],4.0,Martha Plimpton,ACTOR
149742,ts21427,0.0,0.0,1.0,Raising Hope,SHOW,8.0,37249.0,2010,TV-14,22,"['comedy', 'family']",['US'],4.0,Cloris Leachman,ACTOR
149748,ts22496,0.0,0.0,1.0,The Mighty Boosh,SHOW,8.4,22142.0,2004,TV-14,29,"['scifi', 'comedy', 'fantasy', 'european']",['GB'],3.0,Julian Barratt,ACTOR
149749,ts22496,0.0,0.0,1.0,The Mighty Boosh,SHOW,8.4,22142.0,2004,TV-14,29,"['scifi', 'comedy', 'fantasy', 'european']",['GB'],3.0,Noel Fielding,ACTOR
149750,ts22496,0.0,0.0,1.0,The Mighty Boosh,SHOW,8.4,22142.0,2004,TV-14,29,"['scifi', 'comedy', 'fantasy', 'european']",['GB'],3.0,Michael Fielding,ACTOR
149751,ts22496,0.0,0.0,1.0,The Mighty Boosh,SHOW,8.4,22142.0,2004,TV-14,29,"['scifi', 'comedy', 'fantasy', 'european']",['GB'],3.0,Dave Brown,ACTOR
149752,ts22496,0.0,0.0,1.0,The Mighty Boosh,SHOW,8.4,22142.0,2004,TV-14,29,"['scifi', 'comedy', 'fantasy', 'european']",['GB'],3.0,Rich Fulcher,ACTOR
149753,ts22496,0.0,0.0,1.0,The Mighty Boosh,SHOW,8.4,22142.0,2004,TV-14,29,"['scifi', 'comedy', 'fantasy', 'european']",['GB'],3.0,Peter Kyriacou,ACTOR
149754,ts22496,0.0,0.0,1.0,The Mighty Boosh,SHOW,8.4,22142.0,2004,TV-14,29,"['scifi', 'comedy', 'fantasy', 'european']",['GB'],3.0,Victoria Wicks,ACTOR
149948,ts8300,0.0,0.0,1.0,Drake & Josh,SHOW,7.7,38989.0,2004,TV-G,25,"['comedy', 'family']",['US'],4.0,Drake Bell,ACTOR
149949,ts8300,0.0,0.0,1.0,Drake & Josh,SHOW,7.7,38989.0,2004,TV-G,25,"['comedy', 'family']",['US'],4.0,Josh Peck,ACTOR
149950,ts8300,0.0,0.0,1.0,Drake & Josh,SHOW,7.7,38989.0,2004,TV-G,25,"['comedy', 'family']",['US'],4.0,Miranda Cosgrove,ACTOR
149951,ts8300,0.0,0.0,1.0,Drake & Josh,SHOW,7.7,38989.0,2004,TV-G,25,"['comedy', 'family']",['US'],4.0,Jonathan Goldstein,ACTOR
149952,ts8300,0.0,0.0,1.0,Drake & Josh,SHOW,7.7,38989.0,2004,TV-G,25,"['comedy', 'family']",['US'],4.0,Nancy Sullivan,ACTOR
149954,ts15200,0.0,0.0,1.0,Everybody Hates Chris,SHOW,7.5,37140.0,2005,TV-PG,21,"['comedy', 'drama', 'music', 'animation']",['US'],4.0,Tyler James Williams,ACTOR
149955,ts15200,0.0,0.0,1.0,Everybody Hates Chris,SHOW,7.5,37140.0,2005,TV-PG,21,"['comedy', 'drama', 'music', 'animation']",['US'],4.0,Terry Crews,ACTOR
149956,ts15200,0.0,0.0,1.0,Everybody Hates Chris,SHOW,7.5,37140.0,2005,TV-PG,21,"['comedy', 'drama', 'music', 'animation']",['US'],4.0,Vincent Martella,ACTOR
149957,ts15200,0.0,0.0,1.0,Everybody Hates Chris,SHOW,7.5,37140.0,2005,TV-PG,21,"['comedy', 'drama', 'music', 'animation']",['US'],4.0,Tichina Arnold,ACTOR
149958,ts15200,0.0,0.0,1.0,Everybody Hates Chris,SHOW,7.5,37140.0,2005,TV-PG,21,"['comedy', 'drama', 'music', 'animation']",['US'],4.0,Imani Hakim,ACTOR
149959,ts15200,0.0,0.0,1.0,Everybody Hates Chris,SHOW,7.5,37140.0,2005,TV-PG,21,"['comedy', 'drama', 'music', 'animation']",['US'],4.0,Tequan Richmond,ACTOR
149960,ts15200,0.0,0.0,1.0,Everybody Hates Chris,SHOW,7.5,37140.0,2005,TV-PG,21,"['comedy', 'drama', 'music', 'animation']",['US'],4.0,Chris Rock,ACTOR
150031,ts199,0.0,0.0,1.0,Black Lagoon,SHOW,7.9,14394.0,2006,TV-MA,25,"['animation', 'drama', 'crime', 'action', 'comedy', 'thriller']",['JP'],3.0,Hiroaki Hirata,ACTOR
